[state, district, year]=al, 01, 2004
Jo Bonner (R)
Industry	Total	
Forestry & Forest Products	$19,400
Misc Defense	$18,500
Building Materials & Equipment	$17,800
Leadership PACs	$17,500
Computers/Internet	$15,600
Construction Services	$14,750

[state, district, year]=al, 59, 2010
Jo Bonner (R)
Industry	Total	
Health Professionals	$59,500
Lawyers/Law Firms	$47,400
Retired	$42,150
Real Estate	$39,600
Commercial Banks	$35,250
Insurance	$32,550
Lobbyists	$31,400
Automotive	$29,200
Defense Aerospace	$27,000
Education	$26,683
Electric Utilities	$23,000
Misc Manufacturing & Distributing	$21,750
Crop Production & Basic Processing	$20,500
Sea Transport	$20,500
Forestry & Forest Products	$19,400
Misc Defense	$18,500
Building Materials & Equipment	$17,800
Leadership PACs	$17,500
Computers/Internet	$15,600
Construction Services	$14,750

[state, district, year]=al, 01, 2012
Jo Bonner (R)
Industry	Total	
Real Estate	$69,000
Health Professionals	$68,875
Lawyers/Law Firms	$61,700
Leadership PACs	$52,000
Retired	$50,300
Defense Aerospace	$36,850
Lobbyists	$30,350
Insurance	$29,250
Misc Defense	$25,500
Education	$25,250
Commercial Banks	$24,000
Misc Manufacturing & Distributing	$23,500
Crop Production & Basic Processing	$23,500
Defense Electronics	$23,500
Electric Utilities	$21,500
Building Materials & Equipment	$21,500
Forestry & Forest Products	$20,750
Agricultural Services/Products	$19,750
Construction Services	$18,250
General Contractors	$16,250

Curtis Railey (I)
Industry	Total	
Misc Business	$5,000

[state, district, year]=al, 02, 2012
Jo Bonner (R)
Industry	Total	
Real Estate	$69,000
Health Professionals	$68,875
Lawyers/Law Firms	$61,700
Leadership PACs	$52,000
Retired	$50,300
Defense Aerospace	$36,850
Lobbyists	$30,350
Insurance	$29,250
Misc Defense	$25,500
Education	$25,250
Commercial Banks	$24,000
Misc Manufacturing & Distributing	$23,500
Crop Production & Basic Processing	$23,500
Defense Electronics	$23,500
Electric Utilities	$21,500
Building Materials & Equipment	$21,500
Forestry & Forest Products	$20,750
Agricultural Services/Products	$19,750
Construction Services	$18,250
General Contractors	$16,250

Curtis Railey (I)
Industry	Total	
Misc Business	$5,000

[state, district, year]=al, 03, 2012
Jo Bonner (R)
Industry	Total	
Real Estate	$69,000
Health Professionals	$68,875
Lawyers/Law Firms	$61,700
Leadership PACs	$52,000
Retired	$50,300
Defense Aerospace	$36,850
Lobbyists	$30,350
Insurance	$29,250
Misc Defense	$25,500
Education	$25,250
Commercial Banks	$24,000
Misc Manufacturing & Distributing	$23,500
Crop Production & Basic Processing	$23,500
Defense Electronics	$23,500
Electric Utilities	$21,500
Building Materials & Equipment	$21,500
Forestry & Forest Products	$20,750
Agricultural Services/Products	$19,750
Construction Services	$18,250
General Contractors	$16,250

Curtis Railey (I)
Industry	Total	
Misc Business	$5,000

[state, district, year]=al, 04, 2012
Jo Bonner (R)
Industry	Total	
Real Estate	$69,000
Health Professionals	$68,875
Lawyers/Law Firms	$61,700
Leadership PACs	$52,000
Retired	$50,300
Defense Aerospace	$36,850
Lobbyists	$30,350
Insurance	$29,250
Misc Defense	$25,500
Education	$25,250
Commercial Banks	$24,000
Misc Manufacturing & Distributing	$23,500
Crop Production & Basic Processing	$23,500
Defense Electronics	$23,500
Electric Utilities	$21,500
Building Materials & Equipment	$21,500
Forestry & Forest Products	$20,750
Agricultural Services/Products	$19,750
Construction Services	$18,250
General Contractors	$16,250

Curtis Railey (I)
Industry	Total	
Misc Business	$5,000

[state, district, year]=al, 05, 2012
Jo Bonner (R)
Industry	Total	
Real Estate	$69,000
Health Professionals	$68,875
Lawyers/Law Firms	$61,700
Leadership PACs	$52,000
Retired	$50,300
Defense Aerospace	$36,850
Lobbyists	$30,350
Insurance	$29,250
Misc Defense	$25,500
Education	$25,250
Commercial Banks	$24,000
Misc Manufacturing & Distributing	$23,500
Crop Production & Basic Processing	$23,500
Defense Electronics	$23,500
Electric Utilities	$21,500
Building Materials & Equipment	$21,500
Forestry & Forest Products	$20,750
Agricultural Services/Products	$19,750
Construction Services	$18,250
General Contractors	$16,250

Curtis Railey (I)
Industry	Total	
Misc Business	$5,000

[state, district, year]=al, 06, 2012
Jo Bonner (R)
Industry	Total	
Real Estate	$69,000
Health Professionals	$68,875
Lawyers/Law Firms	$61,700
Leadership PACs	$52,000
Retired	$50,300
Defense Aerospace	$36,850
Lobbyists	$30,350
Insurance	$29,250
Misc Defense	$25,500
Education	$25,250
Commercial Banks	$24,000
Misc Manufacturing & Distributing	$23,500
Crop Production & Basic Processing	$23,500
Defense Electronics	$23,500
Electric Utilities	$21,500
Building Materials & Equipment	$21,500
Forestry & Forest Products	$20,750
Agricultural Services/Products	$19,750
Construction Services	$18,250
General Contractors	$16,250

Curtis Railey (I)
Industry	Total	
Misc Business	$5,000

[state, district, year]=al, 07, 2012
Jo Bonner (R)
Industry	Total	
Real Estate	$69,000
Health Professionals	$68,875
Lawyers/Law Firms	$61,700
Leadership PACs	$52,000
Retired	$50,300
Defense Aerospace	$36,850
Lobbyists	$30,350
Insurance	$29,250
Misc Defense	$25,500
Education	$25,250
Commercial Banks	$24,000
Misc Manufacturing & Distributing	$23,500
Crop Production & Basic Processing	$23,500
Defense Electronics	$23,500
Electric Utilities	$21,500
Building Materials & Equipment	$21,500
Forestry & Forest Products	$20,750
Agricultural Services/Products	$19,750
Construction Services	$18,250
General Contractors	$16,250

Curtis Railey (I)
Industry	Total	
Misc Business	$5,000

[state, district, year]=al, 08, 2012
Jo Bonner (R)
Industry	Total	
Real Estate	$69,000
Health Professionals	$68,875
Lawyers/Law Firms	$61,700
Leadership PACs	$52,000
Retired	$50,300
Defense Aerospace	$36,850
Lobbyists	$30,350
Insurance	$29,250
Misc Defense	$25,500
Education	$25,250
Commercial Banks	$24,000
Misc Manufacturing & Distributing	$23,500
Crop Production & Basic Processing	$23,500
Defense Electronics	$23,500
Electric Utilities	$21,500
Building Materials & Equipment	$21,500
Forestry & Forest Products	$20,750
Agricultural Services/Products	$19,750
Construction Services	$18,250
General Contractors	$16,250

Curtis Railey (I)
Industry	Total	
Misc Business	$5,000

[state, district, year]=al, 09, 2012
Jo Bonner (R)
Industry	Total	
Real Estate	$69,000
Health Professionals	$68,875
Lawyers/Law Firms	$61,700
Leadership PACs	$52,000
Retired	$50,300
Defense Aerospace	$36,850
Lobbyists	$30,350
Insurance	$29,250
Misc Defense	$25,500
Education	$25,250
Commercial Banks	$24,000
Misc Manufacturing & Distributing	$23,500
Crop Production & Basic Processing	$23,500
Defense Electronics	$23,500
Electric Utilities	$21,500
Building Materials & Equipment	$21,500
Forestry & Forest Products	$20,750
Agricultural Services/Products	$19,750
Construction Services	$18,250
General Contractors	$16,250

Curtis Railey (I)
Industry	Total	
Misc Business	$5,000

[state, district, year]=al, 10, 2012
Jo Bonner (R)
Industry	Total	
Real Estate	$69,000
Health Professionals	$68,875
Lawyers/Law Firms	$61,700
Leadership PACs	$52,000
Retired	$50,300
Defense Aerospace	$36,850
Lobbyists	$30,350
Insurance	$29,250
Misc Defense	$25,500
Education	$25,250
Commercial Banks	$24,000
Misc Manufacturing & Distributing	$23,500
Crop Production & Basic Processing	$23,500
Defense Electronics	$23,500
Electric Utilities	$21,500
Building Materials & Equipment	$21,500
Forestry & Forest Products	$20,750
Agricultural Services/Products	$19,750
Construction Services	$18,250
General Contractors	$16,250

Curtis Railey (I)
Industry	Total	
Misc Business	$5,000

[state, district, year]=al, 11, 2012
Jo Bonner (R)
Industry	Total	
Real Estate	$69,000
Health Professionals	$68,875
Lawyers/Law Firms	$61,700
Leadership PACs	$52,000
Retired	$50,300
Defense Aerospace	$36,850
Lobbyists	$30,350
Insurance	$29,250
Misc Defense	$25,500
Education	$25,250
Commercial Banks	$24,000
Misc Manufacturing & Distributing	$23,500
Crop Production & Basic Processing	$23,500
Defense Electronics	$23,500
Electric Utilities	$21,500
Building Materials & Equipment	$21,500
Forestry & Forest Products	$20,750
Agricultural Services/Products	$19,750
Construction Services	$18,250
General Contractors	$16,250

Curtis Railey (I)
Industry	Total	
Misc Business	$5,000

[state, district, year]=al, 12, 2012
Jo Bonner (R)
Industry	Total	
Real Estate	$69,000
Health Professionals	$68,875
Lawyers/Law Firms	$61,700
Leadership PACs	$52,000
Retired	$50,300
Defense Aerospace	$36,850
Lobbyists	$30,350
Insurance	$29,250
Misc Defense	$25,500
Education	$25,250
Commercial Banks	$24,000
Misc Manufacturing & Distributing	$23,500
Crop Production & Basic Processing	$23,500
Defense Electronics	$23,500
Electric Utilities	$21,500
Building Materials & Equipment	$21,500
Forestry & Forest Products	$20,750
Agricultural Services/Products	$19,750
Construction Services	$18,250
General Contractors	$16,250

Curtis Railey (I)
Industry	Total	
Misc Business	$5,000

[state, district, year]=al, 13, 2012
Jo Bonner (R)
Industry	Total	
Real Estate	$69,000
Health Professionals	$68,875
Lawyers/Law Firms	$61,700
Leadership PACs	$52,000
Retired	$50,300
Defense Aerospace	$36,850
Lobbyists	$30,350
Insurance	$29,250
Misc Defense	$25,500
Education	$25,250
Commercial Banks	$24,000
Misc Manufacturing & Distributing	$23,500
Crop Production & Basic Processing	$23,500
Defense Electronics	$23,500
Electric Utilities	$21,500
Building Materials & Equipment	$21,500
Forestry & Forest Products	$20,750
Agricultural Services/Products	$19,750
Construction Services	$18,250
General Contractors	$16,250

Curtis Railey (I)
Industry	Total	
Misc Business	$5,000

[state, district, year]=al, 14, 2012
Jo Bonner (R)
Industry	Total	
Real Estate	$69,000
Health Professionals	$68,875
Lawyers/Law Firms	$61,700
Leadership PACs	$52,000
Retired	$50,300
Defense Aerospace	$36,850
Lobbyists	$30,350
Insurance	$29,250
Misc Defense	$25,500
Education	$25,250
Commercial Banks	$24,000
Misc Manufacturing & Distributing	$23,500
Crop Production & Basic Processing	$23,500
Defense Electronics	$23,500
Electric Utilities	$21,500
Building Materials & Equipment	$21,500
Forestry & Forest Products	$20,750
Agricultural Services/Products	$19,750
Construction Services	$18,250
General Contractors	$16,250

Curtis Railey (I)
Industry	Total	
Misc Business	$5,000

[state, district, year]=al, 15, 2012
Jo Bonner (R)
Industry	Total	
Real Estate	$69,000
Health Professionals	$68,875
Lawyers/Law Firms	$61,700
Leadership PACs	$52,000
Retired	$50,300
Defense Aerospace	$36,850
Lobbyists	$30,350
Insurance	$29,250
Misc Defense	$25,500
Education	$25,250
Commercial Banks	$24,000
Misc Manufacturing & Distributing	$23,500
Crop Production & Basic Processing	$23,500
Defense Electronics	$23,500
Electric Utilities	$21,500
Building Materials & Equipment	$21,500
Forestry & Forest Products	$20,750
Agricultural Services/Products	$19,750
Construction Services	$18,250
General Contractors	$16,250

Curtis Railey (I)
Industry	Total	
Misc Business	$5,000

[state, district, year]=al, 16, 2012
Jo Bonner (R)
Industry	Total	
Real Estate	$69,000
Health Professionals	$68,875
Lawyers/Law Firms	$61,700
Leadership PACs	$52,000
Retired	$50,300
Defense Aerospace	$36,850
Lobbyists	$30,350
Insurance	$29,250
Misc Defense	$25,500
Education	$25,250
Commercial Banks	$24,000
Misc Manufacturing & Distributing	$23,500
Crop Production & Basic Processing	$23,500
Defense Electronics	$23,500
Electric Utilities	$21,500
Building Materials & Equipment	$21,500
Forestry & Forest Products	$20,750
Agricultural Services/Products	$19,750
Construction Services	$18,250
General Contractors	$16,250

Curtis Railey (I)
Industry	Total	
Misc Business	$5,000

[state, district, year]=al, 17, 2012
Jo Bonner (R)
Industry	Total	
Real Estate	$69,000
Health Professionals	$68,875
Lawyers/Law Firms	$61,700
Leadership PACs	$52,000
Retired	$50,300
Defense Aerospace	$36,850
Lobbyists	$30,350
Insurance	$29,250
Misc Defense	$25,500
Education	$25,250
Commercial Banks	$24,000
Misc Manufacturing & Distributing	$23,500
Crop Production & Basic Processing	$23,500
Defense Electronics	$23,500
Electric Utilities	$21,500
Building Materials & Equipment	$21,500
Forestry & Forest Products	$20,750
Agricultural Services/Products	$19,750
Construction Services	$18,250
General Contractors	$16,250

Curtis Railey (I)
Industry	Total	
Misc Business	$5,000

[state, district, year]=al, 18, 2012
Jo Bonner (R)
Industry	Total	
Real Estate	$69,000
Health Professionals	$68,875
Lawyers/Law Firms	$61,700
Leadership PACs	$52,000
Retired	$50,300
Defense Aerospace	$36,850
Lobbyists	$30,350
Insurance	$29,250
Misc Defense	$25,500
Education	$25,250
Commercial Banks	$24,000
Misc Manufacturing & Distributing	$23,500
Crop Production & Basic Processing	$23,500
Defense Electronics	$23,500
Electric Utilities	$21,500
Building Materials & Equipment	$21,500
Forestry & Forest Products	$20,750
Agricultural Services/Products	$19,750
Construction Services	$18,250
General Contractors	$16,250

Curtis Railey (I)
Industry	Total	
Misc Business	$5,000

[state, district, year]=al, 19, 2012
Jo Bonner (R)
Industry	Total	
Real Estate	$69,000
Health Professionals	$68,875
Lawyers/Law Firms	$61,700
Leadership PACs	$52,000
Retired	$50,300
Defense Aerospace	$36,850
Lobbyists	$30,350
Insurance	$29,250
Misc Defense	$25,500
Education	$25,250
Commercial Banks	$24,000
Misc Manufacturing & Distributing	$23,500
Crop Production & Basic Processing	$23,500
Defense Electronics	$23,500
Electric Utilities	$21,500
Building Materials & Equipment	$21,500
Forestry & Forest Products	$20,750
Agricultural Services/Products	$19,750
Construction Services	$18,250
General Contractors	$16,250

Curtis Railey (I)
Industry	Total	
Misc Business	$5,000

[state, district, year]=al, 20, 2012
Jo Bonner (R)
Industry	Total	
Real Estate	$69,000
Health Professionals	$68,875
Lawyers/Law Firms	$61,700
Leadership PACs	$52,000
Retired	$50,300
Defense Aerospace	$36,850
Lobbyists	$30,350
Insurance	$29,250
Misc Defense	$25,500
Education	$25,250
Commercial Banks	$24,000
Misc Manufacturing & Distributing	$23,500
Crop Production & Basic Processing	$23,500
Defense Electronics	$23,500
Electric Utilities	$21,500
Building Materials & Equipment	$21,500
Forestry & Forest Products	$20,750
Agricultural Services/Products	$19,750
Construction Services	$18,250
General Contractors	$16,250

Curtis Railey (I)
Industry	Total	
Misc Business	$5,000

[state, district, year]=al, 21, 2012
Jo Bonner (R)
Industry	Total	
Real Estate	$69,000
Health Professionals	$68,875
Lawyers/Law Firms	$61,700
Leadership PACs	$52,000
Retired	$50,300
Defense Aerospace	$36,850
Lobbyists	$30,350
Insurance	$29,250
Misc Defense	$25,500
Education	$25,250
Commercial Banks	$24,000
Misc Manufacturing & Distributing	$23,500
Crop Production & Basic Processing	$23,500
Defense Electronics	$23,500
Electric Utilities	$21,500
Building Materials & Equipment	$21,500
Forestry & Forest Products	$20,750
Agricultural Services/Products	$19,750
Construction Services	$18,250
General Contractors	$16,250

Curtis Railey (I)
Industry	Total	
Misc Business	$5,000

[state, district, year]=al, 22, 2012
Jo Bonner (R)
Industry	Total	
Real Estate	$69,000
Health Professionals	$68,875
Lawyers/Law Firms	$61,700
Leadership PACs	$52,000
Retired	$50,300
Defense Aerospace	$36,850
Lobbyists	$30,350
Insurance	$29,250
Misc Defense	$25,500
Education	$25,250
Commercial Banks	$24,000
Misc Manufacturing & Distributing	$23,500
Crop Production & Basic Processing	$23,500
Defense Electronics	$23,500
Electric Utilities	$21,500
Building Materials & Equipment	$21,500
Forestry & Forest Products	$20,750
Agricultural Services/Products	$19,750
Construction Services	$18,250
General Contractors	$16,250

Curtis Railey (I)
Industry	Total	
Misc Business	$5,000

[state, district, year]=al, 23, 2012
Jo Bonner (R)
Industry	Total	
Real Estate	$69,000
Health Professionals	$68,875
Lawyers/Law Firms	$61,700
Leadership PACs	$52,000
Retired	$50,300
Defense Aerospace	$36,850
Lobbyists	$30,350
Insurance	$29,250
Misc Defense	$25,500
Education	$25,250
Commercial Banks	$24,000
Misc Manufacturing & Distributing	$23,500
Crop Production & Basic Processing	$23,500
Defense Electronics	$23,500
Electric Utilities	$21,500
Building Materials & Equipment	$21,500
Forestry & Forest Products	$20,750
Agricultural Services/Products	$19,750
Construction Services	$18,250
General Contractors	$16,250

Curtis Railey (I)
Industry	Total	
Misc Business	$5,000

[state, district, year]=al, 24, 2012
Jo Bonner (R)
Industry	Total	
Real Estate	$69,000
Health Professionals	$68,875
Lawyers/Law Firms	$61,700
Leadership PACs	$52,000
Retired	$50,300
Defense Aerospace	$36,850
Lobbyists	$30,350
Insurance	$29,250
Misc Defense	$25,500
Education	$25,250
Commercial Banks	$24,000
Misc Manufacturing & Distributing	$23,500
Crop Production & Basic Processing	$23,500
Defense Electronics	$23,500
Electric Utilities	$21,500
Building Materials & Equipment	$21,500
Forestry & Forest Products	$20,750
Agricultural Services/Products	$19,750
Construction Services	$18,250
General Contractors	$16,250

Curtis Railey (I)
Industry	Total	
Misc Business	$5,000

[state, district, year]=al, 25, 2012
Jo Bonner (R)
Industry	Total	
Real Estate	$69,000
Health Professionals	$68,875
Lawyers/Law Firms	$61,700
